id_predio,colonia,superficie_terreno,superficie_construccion,valor_unitario_suelo,subsidio,density,modernity_score,anio_construccion,indice_inversion,cluster
1014,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1015,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1016,DEL CARMEN,32.0,110.0,5389.03,577.86,3.4375,0.37681159420289856,1976.0,0.7064101398758049,1
1017,DEL CARMEN,32.0,110.0,5389.03,386.06,3.4375,0.6231884057971014,1993.0,0.7064101398758049,1
1018,DEL CARMEN,32.0,110.0,5389.03,661.87,3.4375,0.30434782608695654,1971.0,0.7064101398758049,1
1019,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1020,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1021,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1022,DEL CARMEN,35.0,120.0,5389.03,845.69,3.4285714285714284,0.42028985507246375,1979.0,0.7070035042154682,1
1023,DEL CARMEN,98.0,98.0,5389.03,573.59,1.0,0.6376811594202898,1994.0,0.8683986046038622,0
1024,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1025,DEL CARMEN,32.0,110.0,5389.03,661.87,3.4375,0.30434782608695654,1971.0,0.7064101398758049,1
1026,DEL CARMEN,58.0,202.0,5389.03,671.02,3.4827586206896552,0.5072463768115942,1985.0,0.7034023964988915,1
1027,DEL CARMEN,34.0,116.0,5389.03,972.73,3.411764705882353,0.6376811594202898,1994.0,0.7081204253254225,1
1028,DEL CARMEN,35.0,120.0,5389.03,845.69,3.4285714285714284,0.42028985507246375,1979.0,0.7070035042154682,1
1029,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1030,DEL CARMEN,34.0,116.0,5389.03,840.16,3.411764705882353,0.463768115942029,1982.0,0.7081204253254225,1
1031,DEL CARMEN,47.0,162.0,5389.03,1012.25,3.4468085106382977,0.2318840579710145,1966.0,0.7057915259897731,1
1032,DEL CARMEN,33.0,114.0,5389.03,608.78,3.4545454545454546,0.2898550724637681,1970.0,0.7052773534091752,1
1033,DEL CARMEN,48.0,167.0,5389.03,568.17,3.4791666666666665,0.2318840579710145,1966.0,0.70364110629071,1
1034,DEL CARMEN,16.0,54.0,5389.03,0.0,3.375,0.2318840579710145,1966.0,0.7105636902534475,1
1035,DEL CARMEN,216.0,173.0,5389.03,611.86,0.8009259259259259,0.2318840579710145,1966.0,0.8816284317326495,0
1036,DEL CARMEN,120.0,120.0,5389.03,657.69,1.0,0.2898550724637681,1970.0,0.8683986046038622,0
1037,DEL CARMEN,302.0,403.0,5389.03,0.0,1.3344370860927153,0.2898550724637681,1970.0,0.8461729840400534,0
1039,DEL CARMEN,175.96,221.64,5389.03,1268.44,1.2596044555580812,0.30434782608695654,1971.0,0.8511461216531271,0
1040,DEL CARMEN,260.0,175.0,5389.03,0.0,0.6730769230769231,0.4057971014492754,1978.0,0.8901248681176844,0
1042,DEL CARMEN,239.0,427.0,5389.03,0.0,1.786610878661088,0.14492753623188406,1960.0,0.816122958009935,0
1044,DEL CARMEN,92.0,319.0,5389.03,679.59,3.467391304347826,0.21739130434782608,1965.0,0.7044236592604106,1
1045,DEL CARMEN,91.0,316.0,5389.03,670.82,3.4725274725274726,0.21739130434782608,1965.0,0.7040823259278954,1
1046,DEL CARMEN,92.0,319.0,5389.03,679.59,3.467391304347826,0.21739130434782608,1965.0,0.7044236592604106,1
1047,DEL CARMEN,92.0,319.0,5389.03,679.59,3.467391304347826,0.21739130434782608,1965.0,0.7044236592604106,1
1048,DEL CARMEN,92.0,319.0,5389.03,679.59,3.467391304347826,0.21739130434782608,1965.0,0.7044236592604106,1
1051,DEL CARMEN,207.0,272.0,5389.03,725.56,1.3140096618357489,0.2898550724637681,1970.0,0.8475305254118418,0
1054,DEL CARMEN,400.0,266.0,5389.03,0.0,0.665,0.5072463768115942,1985.0,0.890661634628026,0
1055,DEL CARMEN,299.5,355.76,5389.03,0.0,1.1878464106844742,0.34782608695652173,1974.0,0.8559149321232657,0
1061,DEL CARMEN,58.0,201.0,5389.03,715.01,3.4655172413793105,0.2318840579710145,1966.0,0.7045482034996203,1
1062,DEL CARMEN,70.0,243.0,5389.03,685.99,3.4714285714285715,0.2318840579710145,1966.0,0.7041553553850848,1
1063,DEL CARMEN,50.0,173.0,5389.03,594.89,3.46,0.2318840579710145,1966.0,0.7049148617398537,1
1064,DEL CARMEN,58.0,201.0,5389.03,715.01,3.4655172413793105,0.2318840579710145,1966.0,0.7045482034996203,1
1065,DEL CARMEN,200.0,235.0,5389.03,0.0,1.175,0.2608695652173913,1968.0,0.8567686635464632,0
1066,DEL CARMEN,243.0,298.0,5389.03,0.0,1.2263374485596708,0.34782608695652173,1974.0,0.8533569406848277,0
1067,DEL CARMEN,307.0,90.0,5389.03,563.49,0.2931596091205212,0.2318840579710145,1966.0,0.9153729593633891,0
1068,DEL CARMEN,180.0,193.0,5389.03,592.89,1.0722222222222222,0.3333333333333333,1973.0,0.8635989463896976,0
1069,DEL CARMEN,143.0,192.0,5389.03,1654.86,1.3426573426573427,0.6376811594202898,1994.0,0.8456266920439202,0
1070,DEL CARMEN,200.0,308.0,5389.03,601.97,1.54,0.42028985507246375,1979.0,0.832511929341031,0
1071,DEL CARMEN,164.0,187.0,5389.03,573.16,1.1402439024390243,0.3188405797101449,1972.0,0.8590784427808594,0
1072,DEL CARMEN,304.0,283.0,5389.03,0.0,0.930921052631579,0.3188405797101449,1972.0,0.8729893708107302,0
1073,DEL CARMEN,224.1,348.63,5389.03,0.0,1.5556894243641233,0.6086956521739131,1992.0,0.8314692603091496,0
1074,DEL CARMEN,195.73,218.34,5389.03,0.0,1.1155162724160834,0.3333333333333333,1973.0,0.8607217620931794,0
1075,DEL CARMEN,120.0,233.0,5389.03,552.13,1.9416666666666667,0.3333333333333333,1973.0,0.8058184455807152,0
1076,DEL CARMEN,148.0,233.0,5389.03,828.41,1.5743243243243243,0.5217391304347826,1986.0,0.8302308443768771,0
1078,DEL CARMEN,453.0,316.0,5389.03,0.0,0.6975717439293598,0.3333333333333333,1973.0,0.8884970205592536,0
1079,DEL CARMEN,197.0,256.0,5389.03,570.66,1.299492385786802,0.7101449275362319,1999.0,0.8484952972104891,0
1080,DEL CARMEN,201.0,346.0,5389.03,0.0,1.7213930348258706,0.6811594202898551,1997.0,0.8204571276081877,0
1081,DEL CARMEN,292.14,278.27,5389.03,0.0,0.9525227630588075,0.3333333333333333,1973.0,0.8715537901306865,0
1082,DEL CARMEN,38.0,130.0,5389.03,759.27,3.4210526315789473,0.6956521739130435,1998.0,0.7075031794488688,1
1083,DEL CARMEN,23.0,76.0,5389.03,377.85,3.3043478260869565,0.7246376811594203,2000.0,0.7152590080716521,1
1084,DEL CARMEN,26.0,89.0,5389.03,465.07,3.423076923076923,0.7246376811594203,2000.0,0.7073686515014148,1
1085,DEL CARMEN,18.0,63.0,5389.03,279.75,3.5,0.7246376811594203,2000.0,0.7022565894981625,1
1086,DEL CARMEN,27.0,95.0,5389.03,503.24,3.5185185185185186,0.7246376811594203,2000.0,0.7010259079047869,1
1087,DEL CARMEN,37.0,130.0,5389.03,769.18,3.5135135135135136,0.7246376811594203,2000.0,0.7013585245516452,1
1088,DEL CARMEN,46.0,154.0,5389.03,989.86,3.347826086956522,0.7246376811594203,2000.0,0.7123695817219877,1
1089,DEL CARMEN,20.0,68.0,5389.03,317.9,3.4,0.7246376811594203,2000.0,0.7089022701023905,1
1090,DEL CARMEN,18.0,62.0,5389.03,274.3,3.4444444444444446,0.7246376811594203,2000.0,0.7059486342782891,1
1091,DEL CARMEN,40.0,139.0,5389.03,849.43,3.475,0.7246376811594203,2000.0,0.7039180096492195,1
1092,DEL CARMEN,40.0,139.0,5389.03,601.53,3.475,0.6521739130434783,1995.0,0.7039180096492195,1
1093,DEL CARMEN,18.0,63.0,5389.03,279.75,3.5,0.7246376811594203,2000.0,0.7022565894981625,1
1095,DEL CARMEN,457.84,422.31,5389.03,0.0,0.9223964703826665,0.3333333333333333,1973.0,0.8735558873198377,0
1103,DEL CARMEN,194.0,262.0,5389.03,0.0,1.3505154639175259,0.34782608695652173,1974.0,0.8451044664034754,0
1104,DEL CARMEN,164.07,234.87,5389.03,824.48,1.431523130371183,0.3333333333333333,1973.0,0.839720955626027,0
1105,DEL CARMEN,43.0,170.0,5389.03,575.8,3.953488372093023,0.7101449275362319,1999.0,0.6721192007115473,1
1106,DEL CARMEN,111.0,236.0,5389.03,544.03,2.126126126126126,0.7391304347826086,2001.0,0.7935598590607543,0
1107,DEL CARMEN,41.0,114.0,5389.03,681.5,2.7804878048780486,0.7101449275362319,1999.0,0.7500730718944371,1
1108,DEL CARMEN,61.0,122.0,5389.03,875.75,2.0,0.7246376811594203,2000.0,0.8019417985615823,0
1109,DEL CARMEN,290.0,203.0,5389.03,0.0,0.7,0.2753623188405797,1969.0,0.8883356464165462,0
1110,DEL CARMEN,271.0,185.0,5389.03,679.2,0.6826568265682657,0.2318840579710145,1966.0,0.8894882183294566,0
1111,DEL CARMEN,255.31,344.13,5389.03,0.0,1.3478907994203124,0.5507246376811594,1988.0,0.8452788932228928,0
1112,DEL CARMEN,234.21,311.25,5389.03,0.0,1.3289355706417318,0.2898550724637681,1970.0,0.8465385971853179,0
1113,DEL CARMEN,219.0,347.0,5389.03,0.0,1.5844748858447488,0.34782608695652173,1974.0,0.8295562704786942,0
1116,DEL CARMEN,300.0,320.0,5389.03,0.0,1.0666666666666667,0.3333333333333333,1973.0,0.8639681508677103,0
1117,DEL CARMEN,225.0,381.0,5389.03,0.0,1.6933333333333334,0.43478260869565216,1980.0,0.8223218857478815,0
1118,DEL CARMEN,220.0,235.0,5389.03,993.18,1.0681818181818181,0.36231884057971014,1975.0,0.8638674587373432,0
1119,DEL CARMEN,160.0,132.0,5389.03,1137.32,0.825,0.2318840579710145,1966.0,0.8800285456612612,0
1120,DEL CARMEN,150.0,240.0,5389.03,634.57,1.6,0.34782608695652173,1974.0,0.8285245209784943,0
1121,DEL CARMEN,150.0,225.0,5389.03,674.2,1.5,0.391304347826087,1977.0,0.8351702015827223,0
1122,DEL CARMEN,207.0,348.0,5389.03,584.49,1.681159420289855,0.2318840579710145,1966.0,0.8231309251257874,0
1123,DEL CARMEN,225.0,302.0,5389.03,0.0,1.3422222222222222,0.7246376811594203,2000.0,0.845655608758282,0
1124,DEL CARMEN,333.0,346.0,5389.03,0.0,1.039039039039039,0.2318840579710145,1966.0,0.8658041947583678,0
1126,DEL CARMEN,339.0,152.0,5389.03,0.0,0.44837758112094395,0.2898550724637681,1970.0,0.9050576687038809,0
1127,DEL CARMEN,356.0,150.0,5389.03,0.0,0.42134831460674155,0.2318840579710145,1966.0,0.9068539474260804,0
1132,DEL CARMEN,487.0,451.0,5389.03,0.0,0.9260780287474333,0.2318840579710145,1966.0,0.873311222709657,0
1139,DEL CARMEN,157.0,184.0,5389.03,741.09,1.1719745222929936,0.5072463768115942,1985.0,0.8569697271316229,0
1147,DEL CARMEN,336.0,241.0,5389.03,0.0,0.7172619047619048,0.2753623188405797,1969.0,0.887188475359864,0
1148,DEL CARMEN,300.0,386.0,5389.03,0.0,1.2866666666666666,0.2318840579710145,1966.0,0.8493476535384087,0
1150,DEL CARMEN,146.0,211.0,5389.03,0.0,1.4452054794520548,0.6811594202898551,1997.0,0.8388116704069567,0
1152,DEL CARMEN,254.0,448.0,5389.03,0.0,1.763779527559055,0.34782608695652173,1974.0,0.8176402566818058,0
1155,DEL CARMEN,22.0,38.0,5389.03,0.0,1.7272727272727273,0.782608695652174,2004.0,0.8200663820276587,0
1156,DEL CARMEN,23.0,40.0,5389.03,0.0,1.7391304347826086,0.6666666666666666,1996.0,0.8192783566595684,0
1157,DEL CARMEN,23.0,40.0,5389.03,188.04,1.7391304347826086,0.6521739130434783,1995.0,0.8192783566595684,0
1158,DEL CARMEN,27.0,60.0,5389.03,0.0,2.2222222222222223,0.782608695652174,2004.0,0.7871736194410757,0
1160,DEL CARMEN,16.0,26.0,5389.03,0.0,1.625,0.2318840579710145,1966.0,0.8268631008274373,0
1161,DEL CARMEN,27.0,45.0,5389.03,0.0,1.6666666666666667,0.782608695652174,2004.0,0.8240940672423424,0
1162,DEL CARMEN,23.0,40.0,5389.03,0.0,1.7391304347826086,0.6666666666666666,1996.0,0.8192783566595684,0
1165,DEL CARMEN,40.0,52.0,5389.03,220.71,1.3,0.2318840579710145,1966.0,0.8484615627911782,0
1167,DEL CARMEN,152.0,225.0,5389.03,620.59,1.480263157894737,0.2318840579710145,1966.0,0.8364818490703988,0
1168,DEL CARMEN,152.0,110.0,5389.03,734.14,0.7236842105263158,0.2608695652173913,1968.0,0.8867616694313343,0
1169,DEL CARMEN,150.25,305.04,5389.03,0.0,2.0302163061564062,0.2753623188405797,1969.0,0.7999337193640319,0
1170,DEL CARMEN,152.93,252.88,5389.03,1960.2,1.6535669914339892,0.4057971014492754,1978.0,0.8249646298184972,0
1173,DEL CARMEN,267.0,431.0,5389.03,0.0,1.6142322097378277,0.43478260869565216,1980.0,0.8275786937763944,0
1174,DEL CARMEN,174.0,218.0,5389.03,631.74,1.2528735632183907,0.7246376811594203,2000.0,0.8515934352598373,0
1175,DEL CARMEN,174.0,266.0,5389.03,0.0,1.528735632183908,0.7101449275362319,1999.0,0.833260523248174,0
1176,DEL CARMEN,174.0,218.0,5389.03,631.74,1.2528735632183907,0.7246376811594203,2000.0,0.8515934352598373,0
1177,DEL CARMEN,62.0,176.0,5389.03,997.03,2.838709677419355,0.4057971014492754,1978.0,0.7462038322035411,1
1178,DEL CARMEN,57.0,197.0,5389.03,666.01,3.456140350877193,0.5362318840579711,1987.0,0.7051713616929993,1
1179,DEL CARMEN,57.0,198.0,5389.03,669.66,3.473684210526316,0.5362318840579711,1987.0,0.7040054528150645,1
1180,DEL CARMEN,62.0,215.0,5389.03,677.38,3.467741935483871,0.42028985507246375,1979.0,0.7044003574350102,1
1183,DEL CARMEN,78.0,216.0,5389.03,690.92,2.769230769230769,0.36231884057971014,1975.0,0.7508211785290593,1
1184,DEL CARMEN,62.0,215.0,5389.03,677.38,3.467741935483871,0.42028985507246375,1979.0,0.7044003574350102,1
1185,DEL CARMEN,56.0,192.0,5389.03,660.2,3.4285714285714284,0.5652173913043478,1989.0,0.7070035042154682,1
1186,DEL CARMEN,62.0,215.0,5389.03,677.38,3.467741935483871,0.42028985507246375,1979.0,0.7044003574350102,1
1187,DEL CARMEN,57.0,198.0,5389.03,669.66,3.473684210526316,0.5362318840579711,1987.0,0.7040054528150645,1
1188,DEL CARMEN,57.0,198.0,5389.03,669.66,3.473684210526316,0.5362318840579711,1987.0,0.7040054528150645,1
1189,DEL CARMEN,57.0,198.0,5389.03,669.66,3.473684210526316,0.5362318840579711,1987.0,0.7040054528150645,1
1190,DEL CARMEN,208.51,294.29,5389.03,634.16,1.4113951369238886,0.2318840579710145,1966.0,0.8410585977825742,0
1191,DEL CARMEN,152.0,278.0,5389.03,0.0,1.8289473684210527,0.6956521739130435,1998.0,0.813309410121446,0
1192,DEL CARMEN,153.0,278.0,5389.03,0.0,1.8169934640522876,0.6956521739130435,1998.0,0.814103828425529,0
1193,DEL CARMEN,153.0,278.0,5389.03,0.0,1.8169934640522876,0.6956521739130435,1998.0,0.814103828425529,0
1195,DEL CARMEN,346.0,328.0,5389.03,0.0,0.9479768786127167,0.36231884057971014,1975.0,0.8718558950916109,0
1196,DEL CARMEN,213.59,239.23,5389.03,0.0,1.1200430731775832,0.3333333333333333,1973.0,0.8604209253729804,0
1197,DEL CARMEN,89.0,57.86,5389.03,548.0,0.6501123595505618,0.30434782608695654,1971.0,0.8916510196618015,0
1198,DEL CARMEN,37.0,129.0,5389.03,743.47,3.4864864864864864,0.30434782608695654,1971.0,0.7031546544446797,1
1199,DEL CARMEN,37.0,129.0,5389.03,729.59,3.4864864864864864,0.6666666666666666,1996.0,0.7031546544446797,1
1200,DEL CARMEN,85.0,159.0,5389.03,794.88,1.8705882352941177,0.5652173913043478,1989.0,0.8105420911082303,0
1201,DEL CARMEN,89.0,129.2,5389.03,548.0,1.4516853932584268,0.30434782608695654,1971.0,0.838381036031956,0
1202,DEL CARMEN,66.0,119.0,5389.03,672.89,1.803030303030303,0.5652173913043478,1989.0,0.8150317755093042,0
1203,DEL CARMEN,68.0,120.0,5389.03,691.11,1.7647058823529411,0.5652173913043478,1989.0,0.8175786941009423,0
1204,DEL CARMEN,417.0,279.0,5389.03,1185.04,0.6690647482014388,0.2318840579710145,1966.0,0.8903915044451922,0
1205,DEL CARMEN,197.68,238.0,5389.03,0.0,1.2039660056657224,0.3333333333333333,1973.0,0.8548436753261167,0
1208,DEL CARMEN,249.51,338.32,5389.03,0.0,1.3559376377700292,0.37681159420289856,1976.0,0.8447441260474321,0
1209,DEL CARMEN,120.0,153.0,5389.03,793.65,1.275,0.34782608695652173,1974.0,0.8501229829422352,0
1211,DEL CARMEN,279.0,352.0,5389.03,0.0,1.2616487455197132,0.36231884057971014,1975.0,0.8510102646716527,0
1219,DEL CARMEN,168.0,300.0,5389.03,0.0,1.7857142857142858,0.34782608695652173,1974.0,0.8161825427134994,0
1221,DEL CARMEN,205.0,183.0,5389.03,634.06,0.8926829268292683,0.7681159420289855,2003.0,0.8755305545205947,0
1222,DEL CARMEN,75.0,60.0,5389.03,476.88,0.8,0.5217391304347826,1986.0,0.8816899658123182,0
1223,DEL CARMEN,19.0,66.0,5389.03,330.85,3.473684210526316,0.30434782608695654,1971.0,0.7040054528150645,1
1224,DEL CARMEN,65.0,130.0,5389.03,746.84,2.0,0.6231884057971014,1993.0,0.8019417985615823,0
1225,DEL CARMEN,21.0,72.0,5389.03,377.12,3.4285714285714284,0.30434782608695654,1971.0,0.7070035042154682,1
1226,DEL CARMEN,19.0,66.0,5389.03,330.85,3.473684210526316,0.30434782608695654,1971.0,0.7040054528150645,1
1227,DEL CARMEN,19.0,66.0,5389.03,330.85,3.473684210526316,0.30434782608695654,1971.0,0.7040054528150645,1
1228,DEL CARMEN,19.0,66.0,5389.03,330.85,3.473684210526316,0.30434782608695654,1971.0,0.7040054528150645,1
1229,DEL CARMEN,156.37,292.49,5389.03,0.0,1.8704994564174713,0.2753623188405797,1969.0,0.8105479910688163,0
1236,DEL CARMEN,435.11,430.72,5389.03,0.0,0.9899105973202179,0.3333333333333333,1973.0,0.869069114080835,0
1237,DEL CARMEN,146.85,186.88,5389.03,548.33,1.2725910793326525,0.34782608695652173,1974.0,0.8502830721157963,0
1238,DEL CARMEN,146.02,162.49,5389.03,600.62,1.1127927681139569,0.3333333333333333,1973.0,0.8609027574903412,0
1241,DEL CARMEN,456.0,379.0,5389.03,0.0,0.831140350877193,0.36231884057971014,1975.0,0.879620477553984,0
1242,DEL CARMEN,469.0,373.0,5389.03,0.0,0.7953091684434968,0.3333333333333333,1973.0,0.8820017034952456,0
1243,DEL CARMEN,226.0,336.0,5389.03,0.0,1.4867256637168142,0.391304347826087,1977.0,0.836052371574434,0
1250,DEL CARMEN,205.0,275.0,5389.03,625.71,1.3414634146341464,0.36231884057971014,1975.0,0.8457060366869862,0
1251,DEL CARMEN,205.0,338.0,5389.03,1298.69,1.648780487804878,0.37681159420289856,1976.0,0.8252827255617977,0
1252,DEL CARMEN,220.0,362.0,5389.03,901.33,1.6454545454545455,0.21739130434782608,1965.0,0.8255037570674816,0
1253,DEL CARMEN,180.0,214.0,5389.03,677.65,1.1888888888888889,0.34782608695652173,1974.0,0.8558456523514315,0
1255,DEL CARMEN,162.26,318.36,5389.03,0.0,1.9620362381363246,0.34782608695652173,1974.0,0.8044647489203919,0
1256,DEL CARMEN,171.0,225.0,5389.03,677.56,1.3157894736842106,0.3333333333333333,1973.0,0.8474122448010369,0
1257,DEL CARMEN,188.0,215.0,5389.03,649.03,1.1436170212765957,0.3188405797101449,1972.0,0.8588542760765134,0
1258,DEL CARMEN,184.0,212.0,5389.03,640.31,1.1521739130434783,0.3333333333333333,1973.0,0.858285612380037,0
1279,DEL CARMEN,360.0,225.0,5389.03,0.0,0.625,0.2318840579710145,1966.0,0.8933199068697172,0
1280,DEL CARMEN,36.0,111.0,5389.03,466.45,3.0833333333333335,0.14492753623188406,1960.0,0.7299469253491123,1
1281,DEL CARMEN,27.0,83.0,5389.03,0.0,3.074074074074074,0.14492753623188406,1960.0,0.7305622661458002,1
1282,DEL CARMEN,19.0,58.0,5389.03,0.0,3.0526315789473686,0.14492753623188406,1960.0,0.7319872658854982,1
1283,DEL CARMEN,25.0,77.0,5389.03,274.18,3.08,0.14492753623188406,1960.0,0.7301684480359201,1
1285,DEL CARMEN,23.0,71.0,5389.03,0.0,3.0869565217391304,0.14492753623188406,1960.0,0.7297061398199737,1
1286,DEL CARMEN,57.0,174.0,5389.03,0.0,3.0526315789473686,0.14492753623188406,1960.0,0.7319872658854982,1
1288,DEL CARMEN,42.0,128.0,5389.03,565.31,3.0476190476190474,0.14492753623188406,1960.0,0.7323203827077653,1
1289,DEL CARMEN,252.98,398.71,5389.03,0.0,1.5760534429599178,0.3333333333333333,1973.0,0.8301159326750874,0
1290,DEL CARMEN,445.0,401.0,5389.03,0.0,0.9011235955056179,0.3333333333333333,1973.0,0.8749696146395033,0
1292,DEL CARMEN,377.0,285.0,5389.03,0.0,0.7559681697612732,0.2318840579710145,1966.0,0.8846161806141799,0
1329,DEL CARMEN,332.0,320.0,5389.03,0.0,0.963855421686747,0.3333333333333333,1973.0,0.870800657834306,0
1330,DEL CARMEN,215.05,361.75,5389.03,0.0,1.6821669379214135,0.34782608695652173,1974.0,0.8230639687219629,0
1331,DEL CARMEN,340.0,354.0,5389.03,0.0,1.0411764705882354,0.2463768115942029,1967.0,0.8656621478844742,0
1332,DEL CARMEN,397.0,345.0,5389.03,0.0,0.8690176322418136,0.36231884057971014,1975.0,0.8771032744129266,0
1337,DEL CARMEN,121.0,244.0,5389.03,683.87,2.0165289256198347,0.7391304347826086,2001.0,0.8008433389575776,0
1338,DEL CARMEN,78.0,108.0,5389.03,560.61,1.3846153846153846,0.4782608695652174,1983.0,0.8428382945876006,0
1339,DEL CARMEN,102.91,107.8,5389.03,606.24,1.0475172480808475,0.7391304347826086,2001.0,0.8652407600644904,0
1344,DEL CARMEN,192.11,340.29,5389.03,0.0,1.7713289261360678,0.5507246376811594,1988.0,0.8171385477648375,0
1345,DEL CARMEN,121.0,148.0,5389.03,766.64,1.2231404958677685,0.3188405797101449,1972.0,0.8535693999497997,0
1346,DEL CARMEN,121.0,155.0,5389.03,579.9,1.28099173553719,0.30434782608695654,1971.0,0.8497247913357835,0
1347,DEL CARMEN,121.0,86.0,5389.03,1013.44,0.7107438016528925,0.2898550724637681,1970.0,0.8876216476739431,0
1348,DEL CARMEN,179.0,194.0,5389.03,608.29,1.0837988826815643,0.2318840579710145,1966.0,0.8628295985109337,0
1354,DEL CARMEN,291.0,227.0,5389.03,0.0,0.7800687285223368,0.4782608695652174,1983.0,0.8830145344550853,0
1355,DEL CARMEN,281.0,235.0,5389.03,0.0,0.8362989323843416,0.5362318840579711,1987.0,0.8792776547033101,0
1356,DEL CARMEN,320.0,227.0,5389.03,0.0,0.709375,0.4492753623188406,1981.0,0.8877126138598997,0
1357,DEL CARMEN,288.0,227.0,5389.03,0.0,0.7881944444444444,0.4492753623188406,1981.0,0.8824745253280951,0
1358,DEL CARMEN,302.0,227.0,5389.03,0.0,0.7516556291390728,0.4492753623188406,1981.0,0.8849027782898589,0
1359,DEL CARMEN,275.0,227.0,5389.03,0.0,0.8254545454545454,0.42028985507246375,1979.0,0.879998338022151,0
1360,DEL CARMEN,296.0,259.0,5389.03,0.0,0.875,0.4492753623188406,1981.0,0.8767057053591472,0
1361,DEL CARMEN,333.0,235.0,5389.03,1089.5,0.7057057057057057,0.5507246376811594,1988.0,0.8879564634391278,0
1362,DEL CARMEN,283.0,227.0,5389.03,0.0,0.8021201413427562,0.43478260869565216,1980.0,0.8815490679903204,0
1363,DEL CARMEN,283.0,227.0,5389.03,0.0,0.8021201413427562,0.43478260869565216,1980.0,0.8815490679903204,0
1364,DEL CARMEN,283.0,227.0,5389.03,1045.24,0.8021201413427562,0.5507246376811594,1988.0,0.8815490679903204,0
1365,DEL CARMEN,294.0,281.0,5389.03,1054.25,0.95578231292517,0.4927536231884058,1984.0,0.8713371708574325,0
1366,DEL CARMEN,293.0,227.0,5389.03,0.0,0.7747440273037542,0.4492753623188406,1981.0,0.8833683970912017,0
1367,DEL CARMEN,291.0,227.0,5389.03,0.0,0.7800687285223368,0.4782608695652174,1983.0,0.8830145344550853,0
1371,DEL CARMEN,30.0,103.0,5389.03,550.81,3.433333333333333,0.30434782608695654,1971.0,0.7066870432343144,1
1372,DEL CARMEN,31.0,106.0,5389.03,572.25,3.4193548387096775,0.30434782608695654,1971.0,0.7076160093402819,1
1373,DEL CARMEN,33.0,113.0,5389.03,612.05,3.4242424242424243,0.30434782608695654,1971.0,0.707291196016517,1
1375,DEL CARMEN,38.0,132.0,5389.03,849.36,3.473684210526316,0.4057971014492754,1978.0,0.7040054528150645,1
1377,DEL CARMEN,35.0,122.0,5389.03,719.3,3.4857142857142858,0.30434782608695654,1971.0,0.7032059724416236,1
1378,DEL CARMEN,33.0,113.0,5389.03,602.32,3.4242424242424243,0.2318840579710145,1966.0,0.707291196016517,1
1379,DEL CARMEN,33.0,113.0,5389.03,612.05,3.4242424242424243,0.30434782608695654,1971.0,0.707291196016517,1
1380,DEL CARMEN,31.0,106.0,5389.03,572.25,3.4193548387096775,0.30434782608695654,1971.0,0.7076160093402819,1
1381,DEL CARMEN,38.0,132.0,5389.03,884.36,3.473684210526316,0.4057971014492754,1978.0,0.7040054528150645,1
1386,DEL CARMEN,328.0,345.0,5389.03,0.0,1.0518292682926829,0.30434782608695654,1971.0,0.8649541969736221,0
1387,DEL CARMEN,273.0,264.0,5389.03,620.62,0.967032967032967,0.2898550724637681,1970.0,0.8705894883195417,0
1388,DEL CARMEN,295.9,301.01,5389.03,0.0,1.0172693477526191,0.37681159420289856,1976.0,0.8672509389097897,0
1389,DEL CARMEN,381.0,451.0,5389.03,0.0,1.1837270341207349,0.37681159420289856,1976.0,0.8561886927325771,0
1390,DEL CARMEN,367.0,333.0,5389.03,1603.04,0.9073569482288828,0.30434782608695654,1971.0,0.8745553659265802,0
1391,DEL CARMEN,330.0,330.0,5389.03,0.0,1.0,0.36231884057971014,1975.0,0.8683986046038622,0
1392,DEL CARMEN,400.97,337.12,5389.03,0.0,0.8407611542010623,0.30434782608695654,1971.0,0.8789811096935187,0
1393,DEL CARMEN,404.0,390.0,5389.03,0.0,0.9653465346534653,0.30434782608695654,1971.0,0.8707015632290898,0
1394,DEL CARMEN,292.0,328.0,5389.03,0.0,1.1232876712328768,0.34782608695652173,1974.0,0.8602052997493346,0
1395,DEL CARMEN,307.0,305.0,5389.03,0.0,0.993485342019544,0.3188405797101449,1972.0,0.8688315479657012,0
1396,DEL CARMEN,202.0,219.0,5389.03,680.15,1.0841584158415842,0.30434782608695654,1971.0,0.8628057050854525,0
1397,DEL CARMEN,418.0,321.0,5389.03,0.0,0.7679425837320574,0.2318840579710145,1966.0,0.8838203993074535,0
1398,DEL CARMEN,121.0,112.0,5389.03,634.68,0.9256198347107438,0.2898550724637681,1970.0,0.873341672821883,0
